4/3/2015, Time: 13:00 HRS IST, NIL Warning  
5/3/2015, Time: 13:00 HRS IST, NIL Warning  
6/3/2015, Time: 13:00 HRS IST, NIL Warning  
7/3/2015, Time: 13:00 HRS IST, NIL Warning  
8/3/2015, Time: 13:00 HRS IST, NIL Warning  
9/3/2015, Time: 13:00 HRS IST, NIL Warning  
10/3/2015, Time: 13:00 HRS IST, NIL Warning  
11/3/2015, Time: 13:00 HRS IST, NIL Warning  
12/3/2015, Time: 13:00 HRS IST, NIL Warning  
13/3/2015, Time: 13:00 HRS IST, NIL Warning  
14/3/2015, Time: 13:00 HRS IST, NIL Warning  
15/3/2015, Time: 13:00 HRS IST, NIL Warning  
16/3/2015, Time: 13:00 HRS IST, NIL Warning  
17/3/2015, Time: 13:00 HRS IST, NIL Warning  
19/3/2015, Time: 13:00 HRS IST, NIL Warning  
20/3/2015, Time: 13:00 HRS IST, NIL Warning  
22/3/2015, Time: 13:00 HRS IST, NIL Warning  
23/3/2015, Time: 13:00 HRS IST, NIL Warning  
24/3/2015, Time: 13:00 HRS IST, NIL Warning  
25/3/2015, Time: 13:00 HRS IST, NIL Warning  
26/3/2015, Time: 13:00 HRS IST, NIL Warning  
28/3/2015, Time: 13:00 HRS IST, NIL Warning  
29/3/2015, Time: 13:00 HRS IST, NIL Warning  
31/3/2015, Time: 13:00 HRS IST, NIL Warning  
4/4/2015, Time: 13:00 HRS IST, NIL Warning  
5/4/2015, Time: 13:00 HRS IST, NIL Warning  
6/4/2015, Time: 13:00 HRS IST, NIL Warning  
7/4/2015, Time: 13:00 HRS IST, NIL Warning  
8/4/2015, Time: 13:00 HRS IST, NIL Warning  
9/4/2015, Time: 13:00 HRS IST, NIL Warning  
10/4/2015, Time: 13:00 HRS IST, NIL Warning  
13/4/2015, Time: 13:00 HRS IST, NIL Warning  
14/4/2015, Time: 13:00 HRS IST, NIL Warning  
15/4/2015, Time: 13:00 HRS IST, NIL Warning  
16/4/2015, Time: 13:00 HRS IST, NIL Warning  
17/4/2015, Time: 13:00 HRS IST, NIL Warning  
18/4/2015, Time: 13:00 HRS IST, NIL Warning  
19/4/2015, Time: 13:00 HRS IST, NIL Warning  
21/4/2015, Time: 13:00 HRS IST, NIL Warning  
22/4/2015, Time: 13:00 HRS IST, NIL Warning  
23/4/2015, Time: 13:00 HRS IST, NIL Warning  
24/4/2015, Time: 13:00 HRS IST, NIL Warning  
25/4/2015, Time: 13:00 HRS IST, NIL Warning  
26/4/2015, Time: 13:00 HRS IST, NIL Warning  
28/4/2015, Time: 13:00 HRS IST, NIL Warning  
29/4/2015, Time: 13:00 HRS IST, NIL Warning  
30/4/2015, Time: 13:00 HRS IST, NIL Warning  
1/5/2015, Time: 13:00 HRS IST, NIL Warning  
2/5/2015, Time: 13:00 HRS IST, NIL Warning  
3/5/2015, Time: 13:00 HRS IST, NIL Warning  
6/5/2015, Time: 13:00 HRS IST, NIL Warning  
7/5/2015, Time: 08:30 HRS IST, NIL Warning  
8/5/2015, Time: 13:00 HRS IST, NIL Warning  
9/5/2015, Time: 13:00 HRS IST, NIL Warning  
10/5/2015, Time: 13:00 HRS IST, NIL Warning  
11/5/2015, Time: 13:00 HRS IST, NIL Warning  
12/5/2015, Time: 13:00 HRS IST, NIL Warning  
13/5/2015, Time: 13:00 HRS IST, NIL Warning  
15/5/2015, Time: 13:00 HRS IST, NIL Warning  
16/5/2015, Time: 13:00 HRS IST, NIL Warning  
17/5/2015, Time: 13:00 HRS IST, NIL Warning  
18/5/2015, Time: 13:00 HRS IST, NIL Warning  
19/5/2015, Time: 13:00 HRS IST, NIL Warning  
20/5/2015, Time: 13:00 HRS IST, NIL Warning  
22/5/2015, Time: 13:00 HRS IST, NIL Warning  
24/5/2015, Time: 13:00 HRS IST, NIL Warning  
25/5/2015, Time: 13:00 HRS IST, NIL Warning  
26/5/2015, Time: 13:00 HRS IST, NIL Warning  
27/5/2015, Time: 13:00 HRS IST, NIL Warning  
28/5/2015, Time: 13:00 HRS IST, NIL Warning  
29/5/2015, Time: 13:00 HRS IST, NIL Warning  
31/5/2015, Time: 13:00 HRS IST, NIL Warning  
1/6/2015, Time: 13:00 HRS IST, NIL Warning  
2/6/2015, Time: 13:00 HRS IST, NIL Warning  
3/6/2015, Time: 13:00 HRS IST, NIL Warning  
4/6/2015, Time: 13:00 HRS IST, NIL Warning
5/6/2015, Time: 1300 HRS IST, Heavy rainfall would occur at isolated places in the district of Konkan-Goa during  72 hours commencing from the morning of 06/06/2015. Heavy rainfall would occur at isolated places in the district of  Madhya Maharashtra during  24 hours  commencing from the morning of 08/06/2015 .  
06/06/2015, Time: 1300 HRS IST, Heavy rainfall would occur at isolated places in the district of Konkan-Goa during  48 hours commencing from the morning of 07/06/2015
07/06/2015, Time: 1300 HRS IST, Heavy rainfall would occur at isolated places in the district of Konkan-Goa during  next 48 hours
08/06/2015, Time: 1300 HRS IST, Heavy rainfall would occur at isolated places in the district of Konkan-Goa during  next 72 hours.
9/6/2015, Time: 13:00 HRS IST, NIL Warning  
10/6/2015, Time: 13:00 HRS IST, NIL Warning  
11/06/2015, Time: 13:00 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING NEXT 48 HOURS FROM THE MORNING OF 14 JUNE 2015
12/06/2015, Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA AND MADHYA MAHARASHTRA   DURING NEXT 48 AND OVER MARATHWADA DURING 24 HOURS FROM THE MORNING OF 14 JUNE 2015\ EXCLUDING GREATER MUMBAI.HEAVY TO VERY HEAY RAINFALL WOULD OCCUR  AT ISOLATED PLACES OVER KONKAN-GOA DURING  72 HOURS FROM THE MORNING OF 14 JUNE 2015EXCLUDING GREATER MUMBAI.
13/06/2015, Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA AND NORTH MADHYA MAHARASHTRA   DURING NEXT 24 HOURS. HEAVY TO VERY HEAY RAINFALL WOULD OCCUR  AT ISOLATED PLACES OVER KONKAN-GOA DURING 24 HOURS FROM THE MORNING OF 14 JUNE 2015 AND 16 JUNE 2015. HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA  DURING 24 HOURS FROM THE MORNING OF 15 JUNE 2015 AND 17 JUNE 2015.
14/06/2015, Time: 1300 HRS IST, HEAVY  TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING NEXT 24 HOURS AND ALSO COMMENCING  FROM THE MORNING OF DATED 18.06.2015 HEAVY TO VERY HEAY RAINFALL WOULD OCCUR  AT ISOLATED PLACES OVER KONKAN-GOA DURING NEXT   72 HOURS  COMMENCING FROM THE MORNING OF 15 JUNE 2015
15/06/2015, Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING NEXT 72 HOURS VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING NEXT 48 HOURS  COMMENCING  FROM THE MORNING OF 18.06.2015
16/06/2015, Time: 1300 HRS IST,HEAVY RAIFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA (EXCLUDING GREATER MUMBAI) DURING NEXT 72 HOURS. HEAVY TO  VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 48 HOURS  COMMENCING  FROM THE MORNING OF 19.06.2015 HEAVY RAIFALL WOULD OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING 48 HOURS COMMENCING  FROM THE MORNING OF 19.06.2015 .  HEAVY RAIFALL WOULD OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA  AND MARATHWADA  DURING 24 HOURS COMMENCING  FROM THE MORNING OF 20.06.2015 . 
17/06/2015, Time: 1300 HRS IST, HEAVY RAIFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA (EXCLUDING GREATER MUMBAI) DURING NEXT 24 HOURS. HEAVY TO  VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 96 HOURS  COMMENCING  FROM THE MORNING OF 18.06.2015 HEAVY RAIFALL WOULD OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA DURING 24 HOURS COMMENCING  FROM THE MORNING OF 19.06.2015 . HEAVY RAIFALL WOULD OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING 48 HOURS COMMENCING  FROM THE MORNING OF 18.06.2015 . HEAVY TO VERY HEAVY RAIFALL WOULD OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING 72 HOURS COMMENCING  FROM THE MORNING OF 19.06.2015 .
18/06/2015, Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA  DURING NEXT 48  HOURS. HEAVY TO  VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 72 HOURS  COMMENCING  FROM THE MORNING OF 20.06.2015 HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA DURING 48  HOURS COMMENCING  FROM THE MORNING OF 20.06.2015 . HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING  48 HOURS COMMENCING  FROM THE MORNING OF 19 .06.2015 . 
19/06/2015,  Time: 1300 HRS IST, HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED  OVER SOUTH  KONKAN  DURING NEXT 72 HOURS. HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES WITH EXTREMLY HEAVY AT ISOLATED PLACES OVER NORTH KONKAN DURING NEXT 24 HRS . HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER   KONKAN – GOA DURING NEXT 48 HOURS COMMENCING FROM THE MORNING OF 22 JUNE 2015. HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA DURING 48  HOURS COMMENCING  FROM THE MORNING OF 21.06.2015. HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING  48 HOURS COMMENCING  FROM THE MORNING OF 20 .06.2015 .
20/06/2015, Time: 1300 HRS IST, HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT  A FEW PLACES  OVER   KONKAN-GOA DURING NEXT 24 HOURS. HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR A FEW PLACES WITH EXTREMLY HEAVY AT ISOLATED PLACES  OVER NORTH  KONKAN DURING  24 HRS COMMENCING FROM THE MORNING OF 21TH JUNE 2015. HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER SOUTH  KONKAN-GOA DURING  24 HRS COMMENCING FROM THE MORNING OF 21TH JUNE 2015 . HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER   KONKAN – GOA DURING NEXT 72 HOURS COMMENCING FROM THE MORNING OF 22 JUNE 2015. HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA DURING 48  HOURS COMMENCING  FROM THE MORNING OF 21.06.2015 .HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING NEXT 24 HOURS. HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT FEW PLACES OVER VIDARBHA DURING 24 HRS COMMENCING FROM THE MORNING OF 21 JUNE 2015. HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT FEW PLACES OVER VIDARBHA WITH EXTREMLY HEAVY RAINFALL AT ISOLATED PLACES OVER VIDARBHA DURING 48 HOURS COMMENCING FROM THE MORNING OF 22 JUNE 2015. HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING 24 HOURS COMMENCING FROM 24 JUNE 2015.
21/06/2015,Time: 1300 HRS, HEAVY RAINFALL WARNING FOR MAHARASHTRA(EXCLUDING VIDARBHA):HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES IN THE DISTR,RICTS OFKONKAN-GOA DURING NEXT 24 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES WOULD OCCUR IN THE DISTRICTS OF KONKAN-GOA DURING 48 HRS COMMENCING FROM THE MORNING OF 22ND JUNE 2015. HEAVY RAINFALL WOULD OCCUR ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 48 HRS COMMENCING FROM THE MORNING OF 24TH JUNE 2015.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF MADHYA MAHARASHTRA DURING NEXT 72 HOURS .HEAVY RAINFALL WARNING FOR VIDARBHA:Heavy to Very heavy rainfall would occur at few places over Vidarbha.Heavy to Very heavy rainfall would occur at few places over Vidarbha with Extremly heavy rainfall at isolated places over Vidarbha DURING 48 HOURS COMMENCING FROM 22 JUNE 2015.Heavy to Very heavy rainfall would occur at isolated places over Vidarbha DURING 24 HOURS COMMENCING FROM 24 JUNE 2015.
21/06/2015,Time: 2100 HRS, HEAVY RAINFALL WARNING FOR MAHARASHTRA(EXCLUDING VIDARBHA):HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES IN THE DISTR,RICTS OFKONKAN-GOA DURING NEXT 12 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 48 HRS COMMENCING FROM THE MORNING OF 22ND JUNE 2015. HEAVY RAINFALL WOULD OCCUR ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 48 HRS COMMENCING FROM THE MORNING OF 24TH JUNE 2015.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF MADHYA MAHARASHTRA DURING NEXT 60 HOURS .HEAVY RAINFALL WARNING FOR VIDARBHA:Heavy to Very heavy rainfall would occur at few places over Vidarbha.Heavy to Very heavy rainfall would occur at few places over Vidarbha with Extremly heavy rainfall at isolated places over Vidarbha DURING 48 HOURS COMMENCING FROM 22 JUNE 2015.Heavy to Very heavy rainfall would occur at isolated places over Vidarbha DURING 24 HOURS COMMENCING FROM 24 JUNE 2015.
22/06/2015,Time: 1300 HRS, HEAVY RAINFALL WARNING FOR MAHARASHTRA(EXCLUDING VIDARBHA):HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OFKONKAN-GOA DURING NEXT 24 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 48 HOURS COMMENCING FROM THE MORNING OF 23RD JUNE.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OFKONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 25TH JUNE.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 26TH JUNE.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF MADHYA MAHARASHTRA DURING NEXT 72 HRS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF MARATHWADA DURING NEXT 48 HRS.HEAVY RAINFALL WARNING FOR VIDARBHA:Heavy to Very heavy rainfall would occur at few places over Vidarbha DURING NEXT 24 HOURS.Heavy to Very heavy rainfall would occur at ISOLATED places over Vidarbha DURING 24 HOURS COMMENCING FROM 23 JUNE 2015.
23/06/2015,Time: 1300 HRS, HEAVY RAINFALL WARNING FOR MAHARASHTRA(EXCLUDING VIDARBHA):HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES IN THE DISTR,RICTS OFKONKAN-GOA DURING NEXT 24 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OFKONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 24TH JUNE.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 72 HOURS COMMENCING FROM THE MORNING OF 25TH JUNE.
23/06/2015,Time: 2100 HRS, HEAVY RAINFALL WARNING FOR MAHARASHTRA(EXCLUDING VIDARBHA):HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES IN THE DISTR,RICTS OFKONKAN-GOA DURING NEXT 12 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OFKONKAN-GOA DURING 24 HOURS COMMENCING FROM THE MORNING OF 24TH JUNE.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 72 HOURS COMMENCING FROM THE MORNING OF 25TH JUNE.
24/06/2015,Time: 1300 HRS, HEAVY RAINFALL WARNING FOR MAHARASHTRA(EXCLUDING VIDARBHA):HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT A ISOLATED PLACES IN THE DISTR,RICTS OFKONKAN-GOA DURING NEXT 48 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTRICTS OF KONKAN-GOA DURING NEXT 24 HOURS COMMENCING FROM THE MORNING OF 26TH JUNE.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OFMADHYA MAHARASHTRA DURING NEXT 24 HOURS.
25/06/2015,Time: 1300 HRS, HEAVY RAINFALL WARNING FOR MAHARASHTRA(EXCLUDING VIDARBHA):HEAVY RAINFALL WOULD OCCUR AT A ISOLATED PLACES IN THE DISTR,RICTS OFKONKAN-GOA DURING NEXT 120 HOURS.
25/06/2015,Time: 2100 HRS, HEAVY RAINFALL WARNING FOR MAHARASHTRA(EXCLUDING VIDARBHA):HEAVY RAINFALL WOULD OCCUR AT A ISOLATED PLACES IN THE DISTR,RICTS OFKONKAN-GOA DURING NEXT 108 HOURS.
26/6/2015, Time: 13:00 HRS IST, NIL Warning  
27/6/2015, Time: 13:00 HRS IST, NIL Warning  
28/06/2015,Time: 1300 HRS, HEAVY RAINFALL WARNING FOR MAHARASHTRA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN DISTR,RICTS OF VIDARBHA DURING 24 HOURS COMMENCING FROM THE MORNING OF 30TH JUNE 2015.
29/6/2015, Time: 13:00 HRS IST, NIL Warning  
30/06/2015,Time: 1300 HRS, HEAVY RAINFALL WARNING FOR MAHARASHTRA - GOA :HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN GOA STATE AND IN THE DISTR,"RICTS OF THANE , RAIGAD , PALGHAR, RATNAGIRI AND SINDHUDURG DURING NEXT 48 HRS EXCLUDING GREATER MUMBAI."
30/06/2015,Time: 2100 HRS, HEAVY RAINFALL WARNING FOR MAHARASHTRA - GOA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN GOA STATE AND IN THE DISTR,"RICTS OF THANE , RAIGAD ,PALGHAR, RATNAGIRI AND SINDHUDURG DURING NEXT 36 HRS EXCLUDING MUMBAI."
1/7/2015, Time: 13:00 HRS IST, NIL Warning  
2/7/2015, Time: 13:00 HRS IST, NIL Warning  
3/7/2015, Time: 13:00 HRS IST, NIL Warning  
4/7/2015, Time: 13:00 HRS IST, NIL Warning  
5/7/2015, Time: 13:00 HRS IST, NIL Warning  
06/07/2015,Time: 1300 HRS IST, HEAVY RAINFALL WARNING FOR MAHARASHTRA - GOA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF SOUTH KONKAN AND GOA FOR 72 HOURS COMMENCING FROM MORNING OF 8TH JULY 2015.
07/07/2015,Time: 1300 HRS IST, HEAVY RAINFALL WARNING FOR MAHARASHTRA - GOA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF SOUTH KONKAN AND GOA FOR 72 HOURS COMMENCING FROM MORNING OF 8TH JULY 2015.
08/07/2015,Time: 1300 HRS IST, HEAVY RAINFALL WARNING FOR MAHARASHTRA - GOA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF SOUTH KONKAN AND GOA FOR 48 HOURS COMMENCING FROM MORNING OF 9TH JULY 2015.
09/07/2015,Time: 1300 HRS IST, HEAVY RAINFALL WARNING FOR MAHARASHTRA - GOA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,"RICTS OF RATNAGIRI , SINDHUDURG AND GOA STATE DURING NEXT 24 HOURS ."
10/07/2015,Time: 1300 HRS IST, HEAVY RAINFALL WARNING FOR MAHARASHTRA - GOA:HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,"RICTS OF RATNAGIRI , SINDHUDURG AND GOA STATE DURING NEXT 120 HOURS ."
12/7/2015, Time: 13:00 HRS IST, NIL Warning  
11/7/2015, Time: 13:00 HRS IST, NIL Warning  
13/7/2015, Time: 13:00 HRS IST, NIL Warning  
13/07/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF SOUTH KONKAN-GOA DURING 24 HOURS FROM THE MORNING OF 17TH JUNE 2015.
14/07/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF SOUTH KONKAN-GOA DURING 48 HOURS FROM THE MORNING OF 17TH JUNE 2015.
15/07/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF SOUTH KONKAN-GOA DURING 48 HOURS FROM THE MORNING OF 18TH JUNE 2015.
16/07/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF RATNAGIRI AND SINDHUDURG AND STATE OF GOA DURING 24 HOURS FROM THE MORNING OF 18TH JULY 2015.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN -GOA DURING NEXT 48 HRS FROM MORNING OF 19TH JULY 2015
17/07/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN -GOA DURING NEXT 120 HRS
18/07/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN -GOA DURING NEXT 120 HRS.
19/07/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN -GOA DURING NEXT 24 HRS .HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 24 HOURS FROM THE MORNING OF 20TH JULY 2015.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN -GOA DURING 24 HRS FROM THE MORNING OF 21ST JULY 2015.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING NEXT 24 HOURS.
20/07/2015,Time: 1300 HRS IST, HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OF KONKAN -GOA DURING NEXT 48 HRS .HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA DURING 48 HOURS FROM THE MORNING OF 22ND JULY 2015.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF NORTH MADHYA MAHARASHTRA DURING NEXT 24 HRS.
21/07/2015,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES AND HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTR,RICTS OFNORTH KONKAN DURING NEXT48 HRS .HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF SOUTH KONKAN-GOA DURING NEXT 48 HOURS .HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF KONKAN-GOA  DURING 24 HRS COMMENCING FROM 23RD JULY 2015.
